Source,Target,Weight
3sUP,Complexity,2.0
3sUP,Splyce,2.0
3sUP,Coast,1.0
Winterfox,Enemy,2.0
Winterfox,Method,2.0
Winterfox,Complexity,4.0
Winterfox,MOUZ,2.0
Winterfox,Splyce,2.0
Winterfox,Coastless,1.0
Winterfox,ex-eLevate,2.0
Winterfox,Renegades,2.0
Winterfox,Coast,1.0
Enemy,Method,2.0
Enemy,Complexity,1.0
Enemy,Splyce,2.0
Enemy,Coast,1.0
Method,Complexity,2.0
Method,SKDC,2.0
Method,Tempo Storm,2.0
Method,Keyd,2.0
Method,Nihilum,2.0
Method,affNity,2.0
Method,ACE,1.0
Method,Elevate,1.0
Method,mouseSpaz,1.0
Complexity,Splyce,3.0
Complexity,ex-eLevate,1.0
Complexity,Coast,1.0
MOUZ,HellRaisers,10.0
MOUZ,Titan,9.0
MOUZ,Dignitas,8.0
MOUZ,PENTA,6.0
MOUZ,FlipSid3,4.0
MOUZ,Renegades,1.0
MOUZ,Kinguin,1.0
MOUZ,E-frag.net,3.0
HellRaisers,Titan,11.0
HellRaisers,Dignitas,9.0
HellRaisers,PENTA,7.0
HellRaisers,FlipSid3,3.0
HellRaisers,Vexed,5.0
HellRaisers,E-frag.net,3.0
HellRaisers,LDLC White,1.0
HellRaisers,Keyd,1.0
HellRaisers,GPlay,1.0
HellRaisers,volgare,1.0
Titan,Dignitas,12.0
Titan,PENTA,7.0
Titan,FlipSid3,4.0
Titan,Renegades,1.0
Titan,Immunity,2.0
Titan,Skyred,2.0
Titan,LGB,3.0
Titan,3DMAX,7.0
Dignitas,PENTA,6.0
Dignitas,FlipSid3,7.0
Dignitas,Renegades,1.0
Dignitas,Immunity,5.0
Dignitas,CPH Wolves,3.0
Dignitas,EZskins.com,1.0
Dignitas,Kinguin,2.0
Dignitas,E-frag.net,2.0
Dignitas,Reason,1.0
Dignitas,schlaegeros,2.0
Dignitas,LDLC,3.0
Dignitas,KaBuM,1.0
Dignitas,myXMG,2.0
PENTA,FlipSid3,1.0
PENTA,KILLERFISH,2.0
PENTA,LGB,2.0
PENTA,ESC,3.0
SKDC,Elevate,2.0
SKDC,Mythic,2.0
Splyce,Coast,1.0
FlipSid3,CPH Wolves,4.0
FlipSid3,Keyd,1.0
FlipSid3,Boreal,1.0
FlipSid3,GPlay,1.0
FlipSid3,LGB,2.0
FlipSid3,Vox Eminor,1.0
FlipSid3,Awsomniac,1.0
FlipSid3,3DMAX,1.0
FlipSid3,CPLAY,4.0
FlipSid3,Space Soldiers,1.0
FlipSid3,Menace,1.0
FlipSid3,Fraternitas,2.0
FlipSid3,Temp.no,2.0
Vexed,Skyred,2.0
Renegades,Immunity,1.0
Renegades,Animal Squad,1.0
Renegades,fSociety,1.0
Renegades,Exile5,2.0
Renegades,Chiefs,1.0
Renegades,EZskins.com,1.0
Renegades,Bravado,1.0
Renegades,Dire Wolves,1.0
Immunity,Animal Squad,1.0
Immunity,fSociety,1.0
Immunity,Exile5,2.0
Immunity,Chiefs,2.0
Immunity,ROCCAT,2.0
Immunity,Kinguin,1.0
Immunity,STREAMLINE,2.0
Immunity,AVANT,2.0
Immunity,Vox Eminor,1.0
Immunity,TRIDENT,1.0
Animal Squad,fSociety,1.0
Animal Squad,Exile5,1.0
Animal Squad,Chiefs,1.0
fSociety,Exile5,1.0
fSociety,Chiefs,1.0
Exile5,Chiefs,1.0
Exile5,AVANT,1.0
Chiefs,STREAMLINE,1.0
Chiefs,AVANT,1.0
Chiefs,Vox Eminor,1.0
Chiefs,TRIDENT,1.0
CPH Wolves,CSGL,3.0
CPH Wolves,LGB,2.0
CPH Wolves,3DMAX,5.0
CPH Wolves,Orbit,1.0
CPH Wolves,Menace,4.0
Tempo Storm,Keyd,1.0
Tempo Storm,Nihilum,2.0
Tempo Storm,affNity,2.0
Tempo Storm,ACE,2.0
Tempo Storm,Elevate,2.0
Tempo Storm,mouseSpaz,2.0
QeeYou,LDLC White,1.0
Keyd,Boreal,1.0
Keyd,Nihilum,2.0
Keyd,affNity,2.0
Keyd,ACE,2.0
Keyd,Elevate,2.0
Keyd,mouseSpaz,2.0
Nihilum,affNity,2.0
Nihilum,ACE,2.0
Nihilum,Elevate,2.0
Nihilum,mouseSpaz,2.0
affNity,ACE,2.0
affNity,Elevate,2.0
affNity,mouseSpaz,2.0
ACE,Elevate,2.0
ACE,mouseSpaz,2.0
Elevate,mouseSpaz,2.0
Elevate,Paradox,1.0
mouseSpaz,Paradox,1.0
STREAMLINE,Dire Wolves,1.0
STREAMLINE,AVANT,1.0
STREAMLINE,Vox Eminor,2.0
STREAMLINE,TRIDENT,1.0
Dire Wolves,AVANT,1.0
AVANT,Vox Eminor,1.0
AVANT,TRIDENT,1.0
LGB,INSHOCK,3.0
LGB,malefiQ,2.0
LGB,puta,2.0
Vox Eminor,TRIDENT,1.0
3DMAX,Orbit,2.0
3DMAX,Property,1.0
3DMAX,Games4u,2.0
3DMAX,INSHOCK,1.0
3DMAX,myKPV,2.0
3DMAX,Lemondogs,1.0
Reason,Games4u,1.0
Reason,INSHOCK,5.0
Reason,Atlantis,1.0
Reason,schlaegeros,1.0
Orbit,Games4u,2.0
Orbit,Playing Ducks,1.0
Orbit,malefiQ,1.0
Orbit,FUGL?,2.0
Orbit,Infused,2.0
CPLAY,Acer,2.0
CPLAY,Fraternitas,3.0
CPLAY,Badger,2.0
CPLAY,Temp.no,1.0
CPLAY,Lucidez,1.0
Property,Playing Ducks,2.0
Property,Publiclir.se,3.0
Property,Lemondogs,2.0
Games4u,Acer,1.0
Games4u,schlaegeros,1.0
Games4u,FUGL?,2.0
Games4u,Lions,1.0
Games4u,Frederiksberg,1.0
Games4u,Lucidez,2.0
Playing Ducks,Space Soldiers,5.0
Playing Ducks,Publiclir.se,1.0
Playing Ducks,jQntefabrikkeN,1.0
Space Soldiers,myKPV,1.0
Space Soldiers,Lemondogs,2.0
Space Soldiers,FUGL?,1.0
Space Soldiers,Badger,1.0
Space Soldiers,FONA,1.0
Space Soldiers,PRiME,1.0
INSHOCK,puta,1.0
INSHOCK,FUGL?,1.0
INSHOCK,Badger,2.0
INSHOCK,Blight,1.0
INSHOCK,Sespåmermaid,2.0
Atlantis,malefiQ,2.0
Atlantis,puta,5.0
Acer,Sharkgaming,4.0
malefiQ,Fraternitas,1.0
malefiQ,TAKTIKSTATIV,2.0
malefiQ,melty,1.0
malefiQ,DENiED,2.0
Publiclir.se,myKPV,5.0
myKPV,FUGL?,1.0
myKPV,Lions,3.0
myKPV,partyastronauts,1.0
myKPV,re:take,2.0
Menace,Lemondogs,1.0
Menace,schlaegeros,2.0
Menace,Badger,1.0
Menace,Lions,2.0
Menace,MnM,1.0
Lemondogs,Sharkgaming,1.0
Lemondogs,MnM,1.0
Lemondogs,re:take,1.0
Lemondogs,eSpuma,1.0
puta,jQntefabrikkeN,1.0
puta,Temp.no,1.0
puta,Free Transfer,1.0
puta,TJ'S HELTE,1.0
schlaegeros,Frederiksberg,2.0
schlaegeros,Sespåmermaid,1.0
Fraternitas,Temp.no,2.0
jQntefabrikkeN,Sharkgaming,4.0
jQntefabrikkeN,Free Transfer,2.0
jQntefabrikkeN,TEMPEST,1.0
FUGL?,Blight,1.0
FUGL?,h$fyre,1.0
FUGL?,PRiME,1.0
Badger,FONA,1.0
Badger,Sapiens,1.0
Sharkgaming,TAKTIKSTATIV,1.0
Sharkgaming,melty,1.0
Sharkgaming,TEMPEST,1.0
Temp.no,myRevenge,2.0
Temp.no,h$fyre,1.0
Lions,no_rhythm,2.0
FONA,Sapiens,1.0
FONA,DENiED,1.0
Free Transfer,TJ'S HELTE,1.0
Free Transfer,MIXERINO,2.0
MnM,no_rhythm,1.0
MnM,re:take,1.0
MnM,e9,1.0
no_rhythm,partyastronauts,1.0
no_rhythm,e9,1.0
Blight,Sapiens,1.0
Blight,h$fyre,1.0
Blight,FoxamoX,1.0
Frederiksberg,Sespåmermaid,1.0
Frederiksberg,1. Holdet,2.0
myRevenge,Lucidez,1.0
myRevenge,melty,2.0
TAKTIKSTATIV,TJ'S HELTE,1.0
partyastronauts,eSpuma,2.0
Sapiens,FoxamoX,1.0
h$fyre,naptoR.Factory,2.0
TJ'S HELTE,kRoGhs KanonEr,2.0
