Source,Target,Weight
Platinium,Epsilon,1.0
Platinium,gBots,2.0
AlienTech,Virtual Impact,1.0
k1ck,pow,1.0
k1ck,London Conspiracy,1.0
k1ck,Energy,1.0
k1ck,OverGaming,1.0
k1ck,INSHOCK,1.0
pow,London Conspiracy,1.0
pow,Energy,1.0
London Conspiracy,Energy,1.0
London Conspiracy,Epsilon,1.0
London Conspiracy,Infused,1.0
Epsilon,Infused,1.0
Epsilon,OverGaming,2.0
Epsilon,FTW.PRO,1.0
Epsilon,Lemondogs,2.0
Epsilon,Berzerk,1.0
Epsilon,Publiclir.se,1.0
LunatiK,NetcodeGuides.com,1.0
LunatiK,Mobility,1.0
LunatiK,savage,1.0
NetcodeGuides.com,savage,1.0
NetcodeGuides.com,OverGaming,2.0
Mobility,savage,1.0
ALTERNATE aTTaX,naptoR.Factory,2.0
FMESPORTS,ESG!,1.0
Outbreak,webSPELL,2.0
Outbreak,Geduld,1.0
OverGaming,INSHOCK,1.0
OverGaming,Legacy,1.0
gBots,FTW.PRO,1.0
INSHOCK,Legacy,1.0
Hybrid,Anima,1.0
Complexity,LGB,1.0
Complexity,Clan-Mystik,2.0
Complexity,Homeless,2.0
Lemondogs,Expert,1.0
Lemondogs,Property,2.0
Reason,o4o,1.0
Reason,Bango-I-Karise,2.0
Berzerk,Publiclir.se,1.0
Publiclir.se,Menace,3.0
LGB,Property,2.0
LGB,oXzone,2.0
H2k,FLÆKKETID,2.0
ENCE,AESTHETIC,2.0
United5,Homeless,3.0
mouseSpaz,Homeless,3.0
