id;char;stroke_count;first_stroke
5903;缥;14 画;乛
5904;缦;14 画;乛
5905;缧;14 画;乛
5906;骡;14 画;乛
5907;缨;14 画;乛
5908;骢;14 画;乛
5909;缩;14 画;乛
5910;缪;14 画;乛
5911;缫;14 画;乛
5912;慧;15 画;一
5913;耦;15 画;一
5914;耧;15 画;一
5915;瑾;15 画;一
5916;璜;15 画;一
5917;璀;15 画;一
5918;璎;15 画;一
5919;璁;15 画;一
5920;璋;15 画;一
5921;璇;15 画;一
5922;璆;15 画;一
5923;奭;15 画;一
5924;撵;15 画;一
5925;髯;15 画;一
5926;髫;15 画;一
5927;撷;15 画;一
5928;撕;15 画;一
5929;撒;15 画;一
5930;撅;15 画;一
5931;撩;15 画;一
5932;趣;15 画;一
5933;趟;15 画;一
5934;撑;15 画;一
5935;撮;15 画;一
5936;撬;15 画;一
5937;赭;15 画;一
5938;播;15 画;一
5939;墦;15 画;一
5940;擒;15 画;一
5941;撸;15 画;一
5942;鋆;15 画;一
5943;墩;15 画;一
5944;撞;15 画;一
5945;撤;15 画;一
5946;撙;15 画;一
5947;增;15 画;一
5948;撺;15 画;一
5949;墀;15 画;一
5950;撰;15 画;一
5951;聩;15 画;一
5952;聪;15 画;一
5953;觐;15 画;一
5954;鞋;15 画;一
5955;鞑;15 画;一
5956;蕙;15 画;一
5957;鞒;15 画;一
5958;鞍;15 画;一
5959;蕈;15 画;一
5960;蕨;15 画;一
5961;蕤;15 画;一
5962;蕞;15 画;一
5963;蕺;15 画;一
5964;瞢;15 画;一
5965;蕉;15 画;一
5966;劐;15 画;一
5967;蕃;15 画;一
5968;蕲;15 画;一
5969;蕰;15 画;一
5970;蕊;15 画;一
5971;赜;15 画;一
5972;蔬;15 画;一
5973;蕴;15 画;一
5974;鼒;15 画;一
5975;槿;15 画;一
5976;横;15 画;一
5977;樯;15 画;一
5978;槽;15 画;一
5979;槭;15 画;一
5980;樗;15 画;一
5981;樘;15 画;一
5982;樱;15 画;一
5983;樊;15 画;一
5984;橡;15 画;一
5985;槲;15 画;一
5986;樟;15 画;一
5987;橄;15 画;一
5988;敷;15 画;一
5989;鹝;15 画;一
5990;豌;15 画;一
5991;飘;15 画;一
5992;醋;15 画;一
5993;醌;15 画;一
5994;醇;15 画;一
5995;醉;15 画;一
5996;醅;15 画;一
5997;靥;15 画;一
5998;魇;15 画;一
5999;餍;15 画;一
6000;磕;15 画;一
6001;磊;15 画;一
6002;磔;15 画;一
6003;磙;15 画;一
6004;磅;15 画;一
6005;碾;15 画;一
6006;磉;15 画;一
6007;殣;15 画;一
6008;憖;15 画;一
6009;震;15 画;一
6010;霄;15 画;一
6011;霉;15 画;一
6012;霈;15 画;一
6013;辘;15 画;一
6014;龉;15 画;丨
6015;龊;15 画;丨
6016;觑;15 画;丨
6017;憋;15 画;丨
6018;瞌;15 画;丨
6019;瞒;15 画;丨
6020;题;15 画;丨
6021;暴;15 画;丨
6022;瞎;15 画;丨
6023;瞑;15 画;丨
6024;嘻;15 画;丨
6025;嘭;15 画;丨
6026;噎;15 画;丨
6027;嘶;15 画;丨
6028;噶;15 画;丨
6029;嘲;15 画;丨
6030;颙;15 画;丨
6031;暹;15 画;丨
6032;嘹;15 画;丨
6033;影;15 画;丨
6034;踔;15 画;丨
6035;踝;15 画;丨
6036;踢;15 画;丨
6037;踏;15 画;丨
6038;踟;15 画;丨
6039;踬;15 画;丨
6040;踩;15 画;丨
6041;踮;15 画;丨
6042;踣;15 画;丨
6043;踯;15 画;丨
6044;踪;15 画;丨
6045;踺;15 画;丨
6046;踞;15 画;丨
6047;蝽;15 画;丨
6048;蝶;15 画;丨
6049;蝾;15 画;丨
6050;蝴;15 画;丨
6051;蝻;15 画;丨
6052;蝠;15 画;丨
6053;蝰;15 画;丨
6054;蝎;15 画;丨
6055;蝌;15 画;丨
6056;蝮;15 画;丨
6057;螋;15 画;丨
6058;蝗;15 画;丨
6059;蝓;15 画;丨
6060;蝣;15 画;丨
6061;蝼;15 画;丨
6062;蝤;15 画;丨
6063;蝙;15 画;丨
6064;噗;15 画;丨
6065;嘬;15 画;丨
6066;颚;15 画;丨
6067;嘿;15 画;丨
6068;噍;15 画;丨
6069;噢;15 画;丨
6070;噙;15 画;丨
6071;噜;15 画;丨
6072;噌;15 画;丨
6073;嘱;15 画;丨
6074;噀;15 画;丨
6075;噔;15 画;丨
6076;颛;15 画;丨
6077;幞;15 画;丨
6078;幡;15 画;丨
6079;嶓;15 画;丨
6080;幢;15 画;丨
6081;嶙;15 画;丨
6082;嶝;15 画;丨
6083;墨;15 画;丨
6084;骺;15 画;丨
6085;骼;15 画;丨
6086;骸;15 画;丨
6087;镊;15 画;丿
6088;镆;15 画;丿
6089;镇;15 画;丿
6090;镈;15 画;丿
6091;镉;15 画;丿
6092;镋;15 画;丿
6093;镌;15 画;丿
6094;镍;15 画;丿
6095;镎;15 画;丿
6096;镏;15 画;丿
6097;镐;15 画;丿
6098;镑;15 画;丿
6099;镒;15 画;丿
6100;镓;15 画;丿
6101;镔;15 画;丿
6102;靠;15 画;丿
6103;稽;15 画;丿
6104;稷;15 画;丿
6105;稻;15 画;丿
6106;黎;15 画;丿
6107;稿;15 画;丿
6108;稼;15 画;丿
6109;箱;15 画;丿
6110;箴;15 画;丿
6111;篑;15 画;丿
6112;篁;15 画;丿
6113;篌;15 画;丿
6114;篓;15 画;丿
6115;箭;15 画;丿
6116;篇;15 画;丿
6117;篆;15 画;丿
6118;僵;15 画;丿
6119;牖;15 画;丿
6120;儇;15 画;丿
6121;儋;15 画;丿
6122;躺;15 画;丿
6123;僻;15 画;丿
6124;德;15 画;丿
6125;徵;15 画;丿
6126;艘;15 画;丿
6127;磐;15 画;丿
6128;虢;15 画;丿
6129;鹞;15 画;丿
6130;鹟;15 画;丿
6131;膝;15 画;丿
6132;膘;15 画;丿
6133;膛;15 画;丿
6134;滕;15 画;丿
6135;鲠;15 画;丿
6136;鲡;15 画;丿
6137;鲢;15 画;丿
6138;鲣;15 画;丿
6139;鲥;15 画;丿
6140;鲤;15 画;丿
6141;鲦;15 画;丿
6142;鲧;15 画;丿
6143;鲩;15 画;丿
6144;鲪;15 画;丿
6145;鲫;15 画;丿
6146;鲬;15 画;丿
6147;橥;15 画;丿
6148;獗;15 画;丿
6149;獠;15 画;丿
6150;觯;15 画;丿
6151;鹠;15 画;丿
6152;馓;15 画;丿
6153;馔;15 画;丿
6154;熟;15 画;丶
6155;摩;15 画;丶
6156;麾;15 画;丶
6157;褒;15 画;丶
6158;廛;15 画;丶
6159;鹡;15 画;丶
6160;瘛;15 画;丶
6161;瘼;15 画;丶
6162;瘪;15 画;丶
6163;瘢;15 画;丶
6164;瘤;15 画;丶
6165;瘠;15 画;丶
6166;瘫;15 画;丶
6167;齑;15 画;丶
6168;凛;15 画;丶
6169;颜;15 画;丶
6170;毅;15 画;丶
6171;羯;15 画;丶
6172;羰;15 画;丶
6173;糊;15 画;丶
6174;糇;15 画;丶
6175;遴;15 画;丶
6176;糌;15 画;丶
6177;糍;15 画;丶
6178;糈;15 画;丶
6179;糅;15 画;丶
6180;翦;15 画;丶
6181;遵;15 画;丶
6182;鹣;15 画;丶
6183;熜;15 画;丶
6184;熵;15 画;丶
6185;熠;15 画;丶
6186;潜;15 画;丶
6187;澍;15 画;丶
6188;澎;15 画;丶
6189;澌;15 画;丶
6190;潵;15 画;丶
6191;潮;15 画;丶
6192;潸;15 画;丶
6193;潭;15 画;丶
6194;潦;15 画;丶
6195;鲨;15 画;丶
6196;潲;15 画;丶
6197;鋈;15 画;丶
6198;潟;15 画;丶
6199;澳;15 画;丶
6200;潘;15 画;丶
6201;潼;15 画;丶
6202;澈;15 画;丶
6203;澜;15 画;丶
6204;潽;15 画;丶
6205;潺;15 画;丶
6206;澄;15 画;丶
6207;潏;15 画;丶
6208;懂;15 画;丶
6209;憬;15 画;丶
6210;憔;15 画;丶
6211;懊;15 画;丶
6212;憧;15 画;丶
6213;憎;15 画;丶
6214;寮;15 画;丶
6215;窳;15 画;丶
6216;额;15 画;丶
6217;谳;15 画;丶
6218;翩;15 画;丶
6219;褥;15 画;丶
6220;褴;15 画;丶
6221;褫;15 画;丶
6222;禤;15 画;丶
6223;谴;15 画;丶
6224;鹤;15 画;丶
6225;谵;15 画;丶
6226;憨;15 画;乛
6227;熨;15 画;乛
6228;慰;15 画;乛
6229;劈;15 画;乛
6230;履;15 画;乛
6231;屦;15 画;乛
6232;嬉;15 画;乛
6233;勰;15 画;乛
6234;戮;15 画;乛
6235;蝥;15 画;乛
6236;豫;15 画;乛
6237;缬;15 画;乛
6238;缭;15 画;乛
6239;缮;15 画;乛
6240;缯;15 画;乛
6241;骣;15 画;乛
6242;畿;15 画;乛
6243;耩;16 画;一
6244;耨;16 画;一
6245;耪;16 画;一
6246;璞;16 画;一
6247;璟;16 画;一
6248;靛;16 画;一
6249;璠;16 画;一
6250;璘;16 画;一
6251;聱;16 画;一
6252;螯;16 画;一
6253;髻;16 画;一
6254;髭;16 画;一
6255;髹;16 画;一
6256;擀;16 画;一
6257;撼;16 画;一
6258;擂;16 画;一
6259;操;16 画;一
6260;熹;16 画;一
6261;甏;16 画;一
6262;擐;16 画;一
6263;擅;16 画;一
6264;擞;16 画;一
6265;磬;16 画;一
6266;鄹;16 画;一
6267;颞;16 画;一
6268;蕻;16 画;一
6269;鞘;16 画;一
6270;燕;16 画;一
6271;黇;16 画;一
6272;颟;16 画;一
6273;薤;16 画;一
6274;蕾;16 画;一
6275;薯;16 画;一
6276;薨;16 画;一
6277;薛;16 画;一
6278;薇;16 画;一
6279;檠;16 画;一
6280;擎;16 画;一
6281;薪;16 画;一
6282;薏;16 画;一
6283;蕹;16 画;一
6284;薮;16 画;一
6285;薄;16 画;一
6286;颠;16 画;一
6287;翰;16 画;一
6288;噩;16 画;一
6289;薜;16 画;一
6290;薅;16 画;一
6291;樾;16 画;一
6292;橱;16 画;一
6293;橛;16 画;一
6294;橇;16 画;一
6295;樵;16 画;一
6296;檎;16 画;一
6297;橹;16 画;一
6298;橦;16 画;一
6299;樽;16 画;一
6300;樨;16 画;一
6301;橙;16 画;一
6302;橘;16 画;一
6303;橼;16 画;一
6304;墼;16 画;一
6305;整;16 画;一
6306;橐;16 画;一
6307;融;16 画;一
6308;翮;16 画;一
6309;瓢;16 画;一
6310;醛;16 画;一
6311;醐;16 画;一
6312;醍;16 画;一
6313;醒;16 画;一
6314;醚;16 画;一
6315;醑;16 画;一
6316;觱;16 画;一
6317;磺;16 画;一
6318;磲;16 画;一
6319;赝;16 画;一
6320;飙;16 画;一
6321;殪;16 画;一
6322;霖;16 画;一
6323;霏;16 画;一
6324;霓;16 画;一
6325;霍;16 画;一
6326;霎;16 画;一
6327;錾;16 画;一
6328;辙;16 画;一
6329;辚;16 画;一
6330;臻;16 画;一
6331;冀;16 画;丨
6332;餐;16 画;丨
6333;遽;16 画;丨
6334;氅;16 画;丨
6335;瞥;16 画;丨
6336;瞟;16 画;丨
6337;瞠;16 画;丨
6338;瞰;16 画;丨
6339;嚄;16 画;丨
6340;嚆;16 画;丨
6341;噤;16 画;丨
6342;暾;16 画;丨
6343;曈;16 画;丨
6344;蹀;16 画;丨
6345;蹅;16 画;丨
6346;踶;16 画;丨
6347;踹;16 画;丨
6348;踵;16 画;丨
6349;踽;16 画;丨
6350;嘴;16 画;丨
6351;踱;16 画;丨
6352;蹄;16 画;丨
6353;蹉;16 画;丨
6354;蹁;16 画;丨
6355;蹂;16 画;丨
6356;螨;16 画;丨
6357;蟒;16 画;丨
6358;蟆;16 画;丨
6359;螈;16 画;丨
6360;螅;16 画;丨
6361;螭;16 画;丨
6362;螗;16 画;丨
6363;螃;16 画;丨
6364;螠;16 画;丨
6365;螟;16 画;丨
6366;噱;16 画;丨
6367;器;16 画;丨
6368;噪;16 画;丨
6369;噬;16 画;丨
6370;噫;16 画;丨
6371;噻;16 画;丨
6372;噼;16 画;丨
6373;幪;16 画;丨
6374;罹;16 画;丨
6375;圜;16 画;丨
6376;鹦;16 画;丨
6377;赠;16 画;丨
6378;默;16 画;丨
6379;黔;16 画;丨
6380;镖;16 画;丿
6381;镗;16 画;丿
6382;镘;16 画;丿
6383;镚;16 画;丿
6384;镛;16 画;丿
6385;镜;16 画;丿
6386;镝;16 画;丿
6387;镞;16 画;丿
6388;镠;16 画;丿
6389;氇;16 画;丿
6390;氆;16 画;丿
6391;赞;16 画;丿
6392;憩;16 画;丿
6393;穑;16 画;丿
6394;穆;16 画;丿
6395;穄;16 画;丿
6396;篝;16 画;丿
6397;篚;16 画;丿
6398;篥;16 画;丿
6399;篮;16 画;丿
6400;篡;16 画;丿
6401;簉;16 画;丿
6402;篦;16 画;丿
6403;篪;16 画;丿
6404;篷;16 画;丿
6405;篙;16 画;丿
6406;篱;16 画;丿
6407;盥;16 画;丿
6408;儒;16 画;丿
6409;劓;16 画;丿
6410;翱;16 画;丿
6411;魉;16 画;丿
6412;魈;16 画;丿
6413;邀;16 画;丿
6414;徼;16 画;丿
6415;衡;16 画;丿
6416;歙;16 画;丿
6417;盫;16 画;丿
6418;膨;16 画;丿
6419;膪;16 画;丿
6420;膳;16 画;丿
6421;螣;16 画;丿
6422;膦;16 画;丿
6423;膙;16 画;丿
6424;雕;16 画;丿
6425;鲭;16 画;丿
6426;鲮;16 画;丿
6427;鲯;16 画;丿
6428;鲰;16 画;丿
6429;鲱;16 画;丿
6430;鲲;16 画;丿
6431;鲳;16 画;丿
6432;鲴;16 画;丿
6433;鲵;16 画;丿
6434;鲷;16 画;丿
6435;鲸;16 画;丿
6436;鲺;16 画;丿
6437;鲹;16 画;丿
6438;鲻;16 画;丿
6439;獴;16 画;丿
6440;獭;16 画;丿
6441;獬;16 画;丿
6442;邂;16 画;丿
6443;憝;16 画;丶
6444;亸;16 画;丶
6445;鹧;16 画;丶
6446;磨;16 画;丶
6447;廨;16 画;丶
6448;赟;16 画;丶
6449;癀;16 画;丶
6450;瘭;16 画;丶
6451;瘰;16 画;丶
6452;廪;16 画;丶
6453;瘿;16 画;丶
6454;瘵;16 画;丶
6455;瘴;16 画;丶
6456;癃;16 画;丶
6457;瘾;16 画;丶
6458;瘸;16 画;丶
6459;瘳;16 画;丶
6460;斓;16 画;丶
6461;麇;16 画;丶
6462;麈;16 画;丶
6463;凝;16 画;丶
6464;辨;16 画;丶
6465;辩;16 画;丶
6466;嬴;16 画;丶
6467;壅;16 画;丶
6468;羲;16 画;丶
6469;糙;16 画;丶
6470;糗;16 画;丶
6471;糖;16 画;丶
6472;糕;16 画;丶
6473;甑;16 画;丶
6474;燎;16 画;丶
6475;燠;16 画;丶
6476;燔;16 画;丶
6477;燃;16 画;丶
6478;燧;16 画;丶
6479;燊;16 画;丶
6480;燏;16 画;丶
6481;濑;16 画;丶
6482;濒;16 画;丶
6483;濉;16 画;丶
6484;潞;16 画;丶
6485;澧;16 画;丶
6486;澡;16 画;丶
6487;澴;16 画;丶
6488;激;16 画;丶
6489;澹;16 画;丶
6490;澥;16 画;丶
6491;澶;16 画;丶
6492;濂;16 画;丶
6493;澼;16 画;丶
6494;憷;16 画;丶
6495;懒;16 画;丶
6496;憾;16 画;丶
6497;懈;16 画;丶
6498;黉;16 画;丶
6499;褰;16 画;丶
6500;寰;16 画;丶
6501;窸;16 画;丶
6502;窿;16 画;丶
6503;褶;16 画;丶
6504;禧;16 画;丶
6505;壁;16 画;乛
6506;避;16 画;乛
6507;嬖;16 画;乛
6508;犟;16 画;乛
6509;隰;16 画;乛
6510;嬗;16 画;乛
6511;鹨;16 画;乛
6512;翯;16 画;乛
6513;颡;16 画;乛
6514;缰;16 画;乛
6515;缱;16 画;乛
6516;缲;16 画;乛
6517;缳;16 画;乛
6518;缴;16 画;乛
6519;璨;17 画;一
6520;璩;17 画;一
6521;璐;17 画;一
6522;璪;17 画;一
6523;戴;17 画;一
6524;螫;17 画;一
6525;擤;17 画;一
6526;壕;17 画;一
6527;擦;17 画;一
6528;觳;17 画;一
6529;罄;17 画;一
6530;擢;17 画;一
6531;藉;17 画;一
6532;薹;17 画;一
6533;鞡;17 画;一
6534;鞠;17 画;一
6535;藏;17 画;一
6536;薷;17 画;一
6537;薰;17 画;一
6538;藐;17 画;一
6539;藓;17 画;一
6540;藁;17 画;一
6541;檬;17 画;一
6542;檑;17 画;一
6543;檄;17 画;一
6544;檐;17 画;一
6545;檩;17 画;一
6546;檀;17 画;一
6547;懋;17 画;一
6548;醢;17 画;一
6549;翳;17 画;一
6550;繄;17 画;一
6551;礁;17 画;一
6552;礅;17 画;一
6553;磷;17 画;一
6554;磴;17 画;一
6555;鹩;17 画;一
6556;霜;17 画;一
6557;霞;17 画;一
6558;龋;17 画;丨
6559;龌;17 画;丨
6560;豳;17 画;丨
6561;壑;17 画;丨
6562;黻;17 画;丨
6563;瞭;17 画;丨
6564;瞧;17 画;丨
6565;瞬;17 画;丨
6566;瞳;17 画;丨
6567;瞵;17 画;丨
6568;瞩;17 画;丨
6569;瞪;17 画;丨
6570;嚏;17 画;丨
6571;曙;17 画;丨
6572;嚅;17 画;丨
6573;蹑;17 画;丨
6574;蹒;17 画;丨
6575;蹋;17 画;丨
6576;蹈;17 画;丨
6577;蹊;17 画;丨
6578;蹓;17 画;丨
6579;蹐;17 画;丨
6580;蟥;17 画;丨
6581;螬;17 画;丨
6582;螵;17 画;丨
6583;疃;17 画;丨
6584;螳;17 画;丨
6585;螺;17 画;丨
6586;蟋;17 画;丨
6587;蟑;17 画;丨
6588;蟀;17 画;丨
6589;嚎;17 画;丨
6590;嚓;17 画;丨
6591;羁;17 画;丨
6592;罽;17 画;丨
6593;罾;17 画;丨
6594;嶷;17 画;丨
6595;赡;17 画;丨
6596;黜;17 画;丨
6597;黝;17 画;丨
6598;髁;17 画;丨
6599;髀;17 画;丨
6600;镡;17 画;丿
6601;镢;17 画;丿
6602;镣;17 画;丿
6603;镤;17 画;丿
6604;镥;17 画;丿
6605;镦;17 画;丿
6606;镧;17 画;丿
6607;镨;17 画;丿
6608;镩;17 画;丿
6609;镪;17 画;丿
6610;镫;17 画;丿
6611;罅;17 画;丿
6612;穗;17 画;丿
6613;黏;17 画;丿
6614;魏;17 画;丿
6615;簧;17 画;丿
6616;簌;17 画;丿
6617;篾;17 画;丿
6618;簃;17 画;丿
6619;篼;17 画;丿
6620;簏;17 画;丿
6621;簇;17 画;丿
6622;簖;17 画;丿
6623;簋;17 画;丿
6624;繁;17 画;丿
6625;鼢;17 画;丿
6626;黛;17 画;丿
6627;儡;17 画;丿
6628;鹪;17 画;丿
6629;鼾;17 画;丿
6630;皤;17 画;丿
6631;魍;17 画;丿
6632;徽;17 画;丿
6633;艚;17 画;丿
6634;龠;17 画;丿
6635;爵;17 画;丿
6636;繇;17 画;丿
6637;貘;17 画;丿
6638;邈;17 画;丿
6639;貔;17 画;丿
6640;臌;17 画;丿
6641;朦;17 画;丿
6642;臊;17 画;丿
6643;膻;17 画;丿
6644;臁;17 画;丿
6645;臆;17 画;丿
6646;臃;17 画;丿
6647;鲼;17 画;丿
6648;鲽;17 画;丿
6649;鲾;17 画;丿
6650;鳀;17 画;丿
6651;鳁;17 画;丿
6652;鳂;17 画;丿
6653;鳃;17 画;丿
6654;鳄;17 画;丿
6655;鳅;17 画;丿
6656;鳆;17 画;丿
6657;鳇;17 画;丿
6658;鳈;17 画;丿
6659;鳉;17 画;丿
6660;鳊;17 画;丿
6661;獯;17 画;丿
6662;螽;17 画;丿
6663;燮;17 画;丶
6664;鹫;17 画;丶
6665;襄;17 画;丶
6666;糜;17 画;丶
6667;縻;17 画;丶
6668;膺;17 画;丶
6669;癍;17 画;丶
6670;癌;17 画;丶
6671;麋;17 画;丶
6672;辫;17 画;丶
6673;赢;17 画;丶
6674;糟;17 画;丶
6675;糠;17 画;丶
6676;馘;17 画;丶
6677;燥;17 画;丶
6678;懑;17 画;丶
6679;濡;17 画;丶
6680;濮;17 画;丶
6681;濞;17 画;丶
6682;濠;17 画;丶
6683;濯;17 画;丶
6684;懦;17 画;丶
6685;豁;17 画;丶
6686;蹇;17 画;丶
6687;謇;17 画;丶
6688;邃;17 画;丶
6689;襕;17 画;丶
6690;襁;17 画;丶
6691;臀;17 画;乛
6692;檗;17 画;乛
6693;甓;17 画;乛
6694;臂;17 画;乛
6695;擘;17 画;乛
6696;孺;17 画;乛
6697;隳;17 画;乛
6698;嬷;17 画;乛
6699;翼;17 画;乛
6700;蟊;17 画;乛
6701;鹬;17 画;乛
6702;鍪;17 画;乛
6703;骤;17 画;乛
6704;鏊;18 画;一
6705;鳌;18 画;一
6706;鬹;18 画;一
6707;鬈;18 画;一
6708;鬃;18 画;一
6709;瞽;18 画;一
6710;藕;18 画;一
6711;鞯;18 画;一
6712;鞨;18 画;一
6713;鞭;18 画;一
6714;鞫;18 画;一
6715;鞧;18 画;一
6716;鞣;18 画;一
6717;藜;18 画;一
6718;藠;18 画;一
6719;藤;18 画;一
6720;藩;18 画;一
6721;鹲;18 画;一
6722;檫;18 画;一
6723;檵;18 画;一
6724;覆;18 画;一
6725;醪;18 画;一
6726;蹙;18 画;一
6727;礞;18 画;一
6728;礓;18 画;一
6729;礌;18 画;一
6730;燹;18 画;一
6731;餮;18 画;一
6732;蹩;18 画;丨
6733;瞿;18 画;丨
6734;瞻;18 画;丨
6735;曛;18 画;丨
6736;颢;18 画;丨
6737;曜;18 画;丨
6738;躇;18 画;丨
6739;蹦;18 画;丨
6740;鹭;18 画;丨
6741;蹢;18 画;丨
6742;蹜;18 画;丨
6743;蟛;18 画;丨
6744;蟪;18 画;丨
6745;蟠;18 画;丨
6746;蟮;18 画;丨
6747;嚚;18 画;丨
6748;嚣;18 画;丨
6749;鹮;18 画;丨
6750;黠;18 画;丨
6751;黟;18 画;丨
6752;髅;18 画;丨
6753;髂;18 画;丨
6754;镬;18 画;丿
6755;镭;18 画;丿
6756;镯;18 画;丿
6757;镰;18 画;丿
6758;镱;18 画;丿
6759;馥;18 画;丿
6760;簠;18 画;丿
6761;簟;18 画;丿
6762;簪;18 画;丿
6763;簦;18 画;丿
6764;鼫;18 画;丿
6765;鼬;18 画;丿
6766;鼩;18 画;丿
6767;雠;18 画;丿
6768;艟;18 画;丿
6769;翻;18 画;丿
6770;臑;18 画;丿
6771;鳍;18 画;丿
6772;鳎;18 画;丿
6773;鳏;18 画;丿
6774;鳐;18 画;丿
6775;鳑;18 画;丿
6776;鹱;18 画;丿
6777;鹰;18 画;丶
6778;癞;18 画;丶
6779;癔;18 画;丶
6780;癜;18 画;丶
6781;癖;18 画;丶
6782;糨;18 画;丶
6783;冁;18 画;丶
6784;瀑;18 画;丶
6785;瀍;18 画;丶
6786;瀌;18 画;丶
6787;鎏;18 画;丶
6788;懵;18 画;丶
6789;襟;18 画;丶
6790;璧;18 画;乛
6791;戳;18 画;乛
6792;彝;18 画;乛
6793;邋;18 画;乛
6794;鬏;19 画;一
6795;攉;19 画;一
6796;攒;19 画;一
6797;鞲;19 画;一
6798;鞴;19 画;一
6799;藿;19 画;一
6800;蘧;19 画;一
6801;孽;19 画;一
6802;蘅;19 画;一
6803;警;19 画;一
6804;蘑;19 画;一
6805;藻;19 画;一
6806;麓;19 画;一
6807;攀;19 画;一
6808;醭;19 画;一
6809;醮;19 画;一
6810;醯;19 画;一
6811;礤;19 画;一
6812;酃;19 画;一
6813;霪;19 画;一
6814;霭;19 画;一
6815;黼;19 画;丨
6816;鳖;19 画;丨
6817;曝;19 画;丨
6818;嚯;19 画;丨
6819;蹰;19 画;丨
6820;蹶;19 画;丨
6821;蹽;19 画;丨
6822;蹼;19 画;丨
6823;蹯;19 画;丨
6824;蹴;19 画;丨
6825;蹾;19 画;丨
6826;蹲;19 画;丨
6827;蹭;19 画;丨
6828;蹿;19 画;丨
6829;蹬;19 画;丨
6830;蠖;19 画;丨
6831;蠓;19 画;丨
6832;蠋;19 画;丨
6833;蟾;19 画;丨
6834;蠊;19 画;丨
6835;巅;19 画;丨
6836;黢;19 画;丨
6837;髋;19 画;丨
6838;髌;19 画;丨
6839;镲;19 画;丿
6840;籀;19 画;丿
6841;簸;19 画;丿
6842;籁;19 画;丿
6843;簿;19 画;丿
6844;鳘;19 画;丿
6845;齁;19 画;丿
6846;魑;19 画;丿
6847;艨;19 画;丿
6848;鼗;19 画;丿
6849;鳓;19 画;丿
6850;鳔;19 画;丿
6851;鳕;19 画;丿
6852;鳗;19 画;丿
6853;鳙;19 画;丿
6854;鳚;19 画;丿
6855;蟹;19 画;丿
6856;颤;19 画;丶
6857;靡;19 画;丶
6858;癣;19 画;丶
6859;麒;19 画;丶
6860;鏖;19 画;丶
6861;瓣;19 画;丶
6862;蠃;19 画;丶
6863;羸;19 画;丶
6864;羹;19 画;丶
6865;爆;19 画;丶
6866;瀚;19 画;丶
6867;瀣;19 画;丶
6868;瀛;19 画;丶
6869;襦;19 画;丶
6870;谶;19 画;丶
6871;襞;19 画;乛
6872;疆;19 画;乛
6873;骥;19 画;乛
6874;缵;19 画;乛
6875;瓒;20 画;一
6876;鬓;20 画;一
6877;壤;20 画;一
6878;攘;20 画;一
6879;馨;20 画;一
6880;蘩;20 画;一
6881;蘖;20 画;一
6882;蘘;20 画;一
6883;醵;20 画;一
6884;醴;20 画;一
6885;霰;20 画;一
6886;颥;20 画;一
6887;酆;20 画;丨
6888;耀;20 画;丨
6889;矍;20 画;丨
6890;曦;20 画;丨
6891;躁;20 画;丨
6892;躅;20 画;丨
6893;蠕;20 画;丨
6894;鼍;20 画;丨
6895;嚼;20 画;丨
6896;嚷;20 画;丨
6897;巍;20 画;丨
6898;巉;20 画;丨
6899;黩;20 画;丨
6900;黥;20 画;丨
6901;镳;20 画;丿
6902;镴;20 画;丿
6903;黧;20 画;丿
6904;籍;20 画;丿
6905;纂;20 画;丿
6906;鼯;20 画;丿
6907;犨;20 画;丿
6908;臜;20 画;丿
6909;鳜;20 画;丿
6910;鳝;20 画;丿
6911;鳞;20 画;丿
6912;鳟;20 画;丿
6913;獾;20 画;丿
6914;魔;20 画;丶
6915;糯;20 画;丶
6916;灌;20 画;丶
6917;瀹;20 画;丶
6918;瀵;20 画;丶
6919;譬;20 画;乛
6920;孀;20 画;乛
6921;骧;20 画;乛
6922;耰;21 画;一
6923;蠢;21 画;一
6924;瓘;21 画;一
6925;鼙;21 画;一
6926;醺;21 画;一
6927;礴;21 画;一
6928;礳;21 画;一
6929;霸;21 画;一
6930;露;21 画;一
6931;霹;21 画;一
6932;颦;21 画;丨
6933;曩;21 画;丨
6934;躏;21 画;丨
6935;黯;21 画;丨
6936;髓;21 画;丨
6937;鼱;21 画;丿
6938;鳡;21 画;丿
6939;鳢;21 画;丿
6940;癫;21 画;丶
6941;麝;21 画;丶
6942;赣;21 画;丶
6943;夔;21 画;丶
6944;爝;21 画;丶
6945;灏;21 画;丶
6946;禳;21 画;丶
6947;鐾;21 画;乛
6948;羼;21 画;乛
6949;蠡;21 画;乛
6950;耲;22 画;一
6951;耱;22 画;一
6952;懿;22 画;一
6953;韂;22 画;一
6954;蘸;22 画;一
6955;鹳;22 画;一
6956;糵;22 画;一
6957;蘼;22 画;一
6958;囊;22 画;一
6959;霾;22 画;一
6960;氍;22 画;丨
6961;饕;22 画;丨
6962;躔;22 画;丨
6963;躐;22 画;丨
6964;髑;22 画;丨
6965;镵;22 画;丿
6966;镶;22 画;丿
6967;穰;22 画;丿
6968;鳤;22 画;丿
6969;瓤;22 画;丶
6970;饔;22 画;丶
6971;鬻;22 画;乛
6972;鬟;22 画;一
6973;趱;22 画;一
6974;攫;22 画;一
6975;攥;22 画;一
6976;颧;22 画;一
6977;躜;22 画;丨
6978;罐;22 画;丿
6979;鼹;22 画;丿
6980;鼷;22 画;丿
