Date,Source,Target,Score_Diff,Map_Name
2025-04-13,falcons,g2,0.3846153846153846,Ancient
2025-04-13,falcons,g2,0.46153846153846156,Nuke
2025-04-13,falcons,g2,0.6153846153846154,Mirage
2025-04-13,faze,complexity,0.15384615384615385,Inferno
2025-04-13,faze,complexity,0.23076923076923073,Dust2
2025-04-12,g2,complexity,0.3076923076923077,Dust2
2025-04-12,g2,complexity,0.3846153846153846,Anubis
2025-04-12,falcons,faze,0.23076923076923073,Mirage
2025-04-12,faze,falcons,0.125,Ancient
2025-04-12,falcons,faze,0.6923076923076923,Nuke
2025-04-11,g2,virtuspro,0.3076923076923077,Mirage
2025-04-11,g2,virtuspro,0.15384615384615385,Dust2
2025-04-11,complexity,aurora,0.3076923076923077,Nuke
2025-04-11,complexity,aurora,0.3076923076923077,Train
2025-04-11,aurora,complexity,0.3076923076923077,Anubis
2025-04-11,faze,3dmax,0.6153846153846154,Nuke
2025-04-11,faze,3dmax,1.0,Anubis
2025-04-11,falcons,gamerlegion,0.46153846153846156,Ancient
2025-04-11,falcons,gamerlegion,0.46153846153846156,Inferno
2025-04-11,gamerlegion,falcons,0.46153846153846156,Train
2025-04-10,falcons,the-mongolz,0.125,Ancient
2025-04-10,falcons,the-mongolz,0.5384615384615384,Dust2
2025-04-10,the-mongolz,falcons,0.3076923076923077,Mirage
2025-04-10,faze,apogee,0.3846153846153846,Ancient
2025-04-10,faze,apogee,0.6153846153846154,Dust2
2025-04-10,virtuspro,astralis,0.5384615384615384,Train
2025-04-10,virtuspro,astralis,0.23076923076923073,Dust2
2025-04-09,the-mongolz,furia,0.15384615384615385,Nuke
2025-04-09,the-mongolz,furia,0.3076923076923077,Mirage
2025-04-09,aurora,apogee,0.25,Anubis
2025-04-09,aurora,apogee,0.5384615384615384,Mirage
2025-04-09,falcons,rare-atom,0.8461538461538461,Train
2025-04-09,falcons,rare-atom,0.5384615384615384,Inferno
2025-04-09,complexity,faze,0.23076923076923073,Anubis
2025-04-09,complexity,faze,0.46153846153846156,Dust2
2025-04-09,astralis,legacy,0.1578947368421053,Nuke
2025-04-09,astralis,legacy,0.46153846153846156,Ancient
2025-04-09,legacy,astralis,0.46153846153846156,Dust2
2025-04-09,gamerlegion,virtuspro,0.3846153846153846,Mirage
2025-04-09,gamerlegion,virtuspro,0.46153846153846156,Ancient
2025-04-08,the-mongolz,liquid,0.46153846153846156,Anubis
2025-04-08,the-mongolz,liquid,0.15384615384615385,Mirage
2025-04-08,3dmax,aurora,0.125,Dust2
2025-04-08,aurora,3dmax,0.6153846153846154,Anubis
2025-04-08,3dmax,aurora,0.3076923076923077,Inferno
2025-04-08,falcons,pain,0.3076923076923077,Inferno
2025-04-08,falcons,pain,0.3846153846153846,Train
2025-04-08,pain,falcons,0.5384615384615384,Nuke
2025-04-08,g2,complexity,0.23076923076923073,Ancient
2025-04-08,complexity,g2,0.23076923076923073,Anubis
2025-04-08,g2,complexity,0.25,Dust2
2025-04-08,faze,rare-atom,0.7692307692307692,Dust2
2025-04-08,faze,rare-atom,0.23076923076923073,Ancient
2025-04-08,virtuspro,furia,0.3846153846153846,Dust2
2025-04-08,virtuspro,furia,0.15384615384615385,Anubis
2025-04-08,gamerlegion,legacy,0.46153846153846156,Ancient
2025-04-08,legacy,gamerlegion,0.1875,Inferno
2025-04-08,gamerlegion,legacy,0.15384615384615385,Anubis
2025-04-08,apogee,astralis,0.3076923076923077,Ancient
2025-04-08,apogee,astralis,0.3846153846153846,Mirage
2025-04-07,complexity,furia,0.6923076923076923,Inferno
2025-04-07,complexity,furia,0.9230769230769231,Train
2025-04-07,furia,complexity,0.3846153846153846,Dust2
2025-04-07,faze,pain,0.15384615384615385,Inferno
2025-04-07,faze,pain,0.46153846153846156,Dust2
2025-04-07,apogee,the-mongolz,0.15384615384615385,Nuke
2025-04-07,apogee,the-mongolz,0.3846153846153846,Ancient
2025-04-07,3dmax,astralis,0.46153846153846156,Inferno
2025-04-07,astralis,3dmax,0.46153846153846156,Ancient
2025-04-07,3dmax,astralis,0.46153846153846156,Dust2
2025-04-07,virtuspro,liquid,0.7692307692307692,Dust2
2025-04-07,virtuspro,liquid,0.125,Mirage
2025-04-07,aurora,legacy,0.46153846153846156,Anubis
2025-04-07,aurora,legacy,0.23076923076923073,Mirage
2025-04-07,g2,rare-atom,0.46153846153846156,Ancient
2025-04-07,g2,rare-atom,0.6153846153846154,Dust2
2025-04-07,gamerlegion,falcons,0.9230769230769231,Mirage
2025-04-07,gamerlegion,falcons,0.8461538461538461,Inferno
2025-04-06,furia,apogee,0.46153846153846156,Mirage
2025-04-06,furia,apogee,0.5384615384615384,Dust2
2025-04-06,astralis,faze,0.3846153846153846,Train
2025-04-06,faze,astralis,0.1875,Dust2
2025-04-06,astralis,faze,0.6923076923076923,Ancient
2025-04-06,legacy,liquid,0.23076923076923073,Anubis
2025-04-06,legacy,liquid,0.6923076923076923,Nuke
2025-04-06,aurora,pain,0.10526315789473684,Dust2
2025-04-06,pain,aurora,0.125,Inferno
2025-04-06,aurora,pain,0.3846153846153846,Nuke
2025-04-06,complexity,falcons,0.6153846153846154,Dust2
2025-04-06,complexity,falcons,0.5384615384615384,Train
2025-04-06,g2,gamerlegion,0.25,Inferno
2025-04-06,g2,gamerlegion,0.3846153846153846,Mirage
2025-04-06,3dmax,the-mongolz,0.23076923076923073,Anubis
2025-04-06,3dmax,the-mongolz,0.23076923076923073,Inferno
2025-04-06,the-mongolz,3dmax,0.15384615384615385,Ancient
2025-04-06,rare-atom,virtuspro,0.46153846153846156,Ancient
2025-04-06,rare-atom,virtuspro,0.7692307692307692,Mirage
2025-03-30,vitality,mouz,0.46153846153846156,Train
2025-03-30,vitality,mouz,0.46153846153846156,Nuke
2025-03-30,mouz,vitality,0.15384615384615385,Dust2
2025-03-30,mouz,vitality,0.15384615384615385,Mirage
2025-03-30,vitality,mouz,1.0,Inferno
2025-03-29,vitality,spirit,0.23076923076923073,Mirage
2025-03-29,spirit,vitality,0.6153846153846154,Nuke
2025-03-29,vitality,spirit,0.5384615384615384,Anubis
2025-03-29,mouz,eternal-fire,0.23076923076923073,Dust2
2025-03-29,mouz,eternal-fire,0.15384615384615385,Nuke
2025-03-28,spirit,natus-vincere,0.5384615384615384,Anubis
2025-03-28,spirit,natus-vincere,0.46153846153846156,Dust2
2025-03-28,mouz,g2,0.7692307692307692,Nuke
2025-03-28,mouz,g2,0.3846153846153846,Inferno
2025-03-24,g2,the-mongolz,0.6923076923076923,Dust2
2025-03-24,g2,the-mongolz,0.15384615384615385,Ancient
2025-03-24,eternal-fire,natus-vincere,0.6153846153846154,Dust2
2025-03-24,eternal-fire,natus-vincere,0.3076923076923077,Inferno
2025-03-24,spirit,virtuspro,0.3076923076923077,Anubis
2025-03-24,spirit,virtuspro,0.3076923076923077,Ancient
2025-03-24,vitality,mouz,0.15384615384615385,Dust2
2025-03-24,vitality,mouz,0.15384615384615385,Mirage
2025-03-23,g2,m80,0.15384615384615385,Inferno
2025-03-23,g2,m80,0.3076923076923077,Ancient
2025-03-23,the-mongolz,liquid,0.3846153846153846,Ancient
2025-03-23,the-mongolz,liquid,0.46153846153846156,Anubis
2025-03-23,spirit,faze,0.3076923076923077,Nuke
2025-03-23,spirit,faze,0.3846153846153846,Anubis
2025-03-23,virtuspro,falcons,0.09090909090909094,Inferno
2025-03-23,virtuspro,falcons,0.1578947368421053,Ancient
2025-03-23,falcons,virtuspro,0.15384615384615385,Mirage
2025-03-22,natus-vincere,the-mongolz,0.1875,Mirage
2025-03-22,the-mongolz,natus-vincere,0.9230769230769231,Inferno
2025-03-22,natus-vincere,the-mongolz,0.46153846153846156,Dust2
2025-03-22,eternal-fire,g2,0.23076923076923073,Inferno
2025-03-22,eternal-fire,g2,0.23076923076923073,Anubis
2025-03-22,m80,furia,0.10526315789473684,Inferno
2025-03-22,m80,furia,0.23076923076923073,Train
2025-03-22,furia,m80,0.46153846153846156,Dust2
2025-03-22,liquid,imperial,0.6153846153846154,Anubis
2025-03-22,imperial,liquid,0.15384615384615385,Nuke
2025-03-22,liquid,imperial,0.6923076923076923,Dust2
2025-03-21,vitality,virtuspro,0.6153846153846154,Inferno
2025-03-21,vitality,virtuspro,0.5384615384615384,Anubis
2025-03-21,mouz,spirit,0.12,Ancient
2025-03-21,mouz,spirit,0.1875,Nuke
2025-03-21,spirit,mouz,0.7692307692307692,Dust2
2025-03-21,faze,astralis,0.5384615384615384,Nuke
2025-03-21,faze,astralis,0.46153846153846156,Train
2025-03-21,falcons,the-huns,0.5384615384615384,Ancient
2025-03-21,falcons,the-huns,0.1875,Inferno
2025-03-20,natus-vincere,furia,0.3846153846153846,Mirage
2025-03-20,natus-vincere,furia,0.25,Anubis
2025-03-20,the-mongolz,m80,0.7692307692307692,Inferno
2025-03-20,m80,the-mongolz,0.15384615384615385,Ancient
2025-03-20,the-mongolz,m80,0.15384615384615385,Dust2
2025-03-20,eternal-fire,liquid,0.46153846153846156,Anubis
2025-03-20,eternal-fire,liquid,0.46153846153846156,Dust2
2025-03-20,g2,imperial,0.15384615384615385,Inferno
2025-03-20,g2,imperial,0.3846153846153846,Mirage
2025-03-19,virtuspro,faze,1.0,Dust2
2025-03-19,virtuspro,faze,0.1875,Ancient
2025-03-19,faze,virtuspro,0.25,Anubis
2025-03-19,vitality,astralis,0.5384615384615384,Dust2
2025-03-19,vitality,astralis,0.6923076923076923,Inferno
2025-03-19,mouz,falcons,0.23076923076923073,Ancient
2025-03-19,mouz,falcons,0.15384615384615385,Train
2025-03-19,spirit,the-huns,0.6923076923076923,Dust2
2025-03-19,spirit,the-huns,0.3846153846153846,Anubis
2025-03-16,vitality,mouz,0.6153846153846154,Inferno
2025-03-16,vitality,mouz,0.6923076923076923,Nuke
2025-03-16,vitality,mouz,0.3076923076923077,Dust2
2025-03-15,vitality,the-mongolz,0.8461538461538461,Inferno
2025-03-15,the-mongolz,vitality,0.125,Nuke
2025-03-15,vitality,the-mongolz,0.6923076923076923,Anubis
2025-03-15,mouz,spirit,0.23076923076923073,Ancient
2025-03-15,spirit,mouz,0.46153846153846156,Dust2
2025-03-15,mouz,spirit,0.125,Nuke
2025-03-14,the-mongolz,natus-vincere,0.5384615384615384,Ancient
2025-03-14,the-mongolz,natus-vincere,0.5384615384615384,Mirage
2025-03-14,vitality,liquid,0.3076923076923077,Dust2
2025-03-14,vitality,liquid,0.3076923076923077,Anubis
2025-03-13,mouz,g2,0.15384615384615385,Ancient
2025-03-13,mouz,g2,0.3846153846153846,Nuke
2025-03-13,g2,mouz,0.15384615384615385,Inferno
2025-03-13,spirit,eternal-fire,0.46153846153846156,Mirage
2025-03-13,eternal-fire,spirit,0.23076923076923073,Anubis
2025-03-13,spirit,eternal-fire,0.21052631578947367,Nuke
2025-03-11,g2,gamerlegion,0.3076923076923077,Nuke
2025-03-11,g2,gamerlegion,0.15384615384615385,Inferno
2025-03-11,eternal-fire,falcons,0.3076923076923077,Dust2
2025-03-11,falcons,eternal-fire,0.1875,Mirage
2025-03-11,eternal-fire,falcons,0.3846153846153846,Inferno
2025-03-11,liquid,3dmax,0.6923076923076923,Anubis
2025-03-11,3dmax,liquid,0.5384615384615384,Ancient
2025-03-11,liquid,3dmax,0.15384615384615385,Inferno
2025-03-10,falcons,furia,0.3076923076923077,Dust2
2025-03-10,falcons,furia,0.125,Mirage
2025-03-10,furia,falcons,0.1875,Train
2025-03-10,natus-vincere,g2,0.5384615384615384,Ancient
2025-03-10,natus-vincere,g2,0.3076923076923077,Mirage
2025-03-10,eternal-fire,pain,0.46153846153846156,Inferno
2025-03-10,eternal-fire,pain,0.3076923076923077,Nuke
2025-03-10,mouz,liquid,0.6923076923076923,Nuke
2025-03-10,mouz,liquid,0.3846153846153846,Ancient
2025-03-10,gamerlegion,saw,0.3846153846153846,Ancient
2025-03-10,gamerlegion,saw,0.3076923076923077,Inferno
2025-03-10,saw,gamerlegion,0.6153846153846154,Train
2025-03-10,the-mongolz,3dmax,0.46153846153846156,Ancient
2025-03-10,the-mongolz,3dmax,0.6923076923076923,Dust2
2025-03-09,liquid,eternal-fire,0.10526315789473684,Train
2025-03-09,liquid,eternal-fire,0.15384615384615385,Inferno
2025-03-09,furia,mibr,0.9230769230769231,Inferno
2025-03-09,mibr,furia,0.10526315789473684,Mirage
2025-03-09,furia,mibr,0.3076923076923077,Anubis
2025-03-09,vitality,mouz,0.46153846153846156,Dust2
2025-03-09,vitality,mouz,0.5384615384615384,Inferno
2025-03-09,natus-vincere,pain,0.5384615384615384,Mirage
2025-03-09,natus-vincere,pain,0.125,Train
2025-03-09,spirit,the-mongolz,0.15384615384615385,Dust2
2025-03-09,spirit,the-mongolz,0.5384615384615384,Anubis
2025-03-09,g2,saw,0.5384615384615384,Dust2
2025-03-09,g2,saw,0.6153846153846154,Nuke
2025-03-09,3dmax,falcons,0.8461538461538461,Dust2
2025-03-09,falcons,3dmax,0.46153846153846156,Ancient
2025-03-09,3dmax,falcons,0.15384615384615385,Inferno
2025-03-09,gamerlegion,tyloo,0.09090909090909094,Inferno
2025-03-09,gamerlegion,tyloo,0.21052631578947367,Ancient
2025-03-08,spirit,saw,0.3846153846153846,Train
2025-03-08,spirit,saw,0.9230769230769231,Dust2
2025-03-08,liquid,furia,0.3846153846153846,Anubis
2025-03-08,liquid,furia,0.23076923076923073,Dust2
2025-03-08,vitality,3dmax,0.46153846153846156,Dust2
2025-03-08,vitality,3dmax,0.6153846153846154,Train
2025-03-08,mouz,falcons,0.3076923076923077,Nuke
2025-03-08,mouz,falcons,0.46153846153846156,Train
2025-03-08,the-mongolz,g2,0.23076923076923073,Mirage
2025-03-08,the-mongolz,g2,0.25,Dust2
2025-03-08,g2,the-mongolz,0.3076923076923077,Ancient
2025-03-08,pain,gamerlegion,0.8461538461538461,Mirage
2025-03-08,gamerlegion,pain,0.1875,Inferno
2025-03-08,pain,gamerlegion,0.46153846153846156,Nuke
2025-03-08,natus-vincere,tyloo,0.6153846153846154,Ancient
2025-03-08,natus-vincere,tyloo,0.6153846153846154,Mirage
2025-03-08,tyloo,natus-vincere,0.23076923076923073,Inferno
2025-03-08,eternal-fire,mibr,0.3846153846153846,Inferno
2025-03-08,eternal-fire,mibr,0.7692307692307692,Mirage
2025-03-07,falcons,liquid,0.1875,Ancient
2025-03-07,liquid,falcons,0.3076923076923077,Dust2
2025-03-07,falcons,liquid,0.125,Inferno
2025-03-07,g2,pain,0.3846153846153846,Inferno
2025-03-07,g2,pain,0.6153846153846154,Nuke
2025-03-07,mouz,furia,0.15384615384615385,Nuke
2025-03-07,furia,mouz,0.1875,Inferno
2025-03-07,mouz,furia,0.3076923076923077,Train
2025-03-07,saw,natus-vincere,0.6923076923076923,Ancient
2025-03-07,saw,natus-vincere,0.3076923076923077,Nuke
2025-03-07,natus-vincere,saw,0.7692307692307692,Inferno
2025-03-07,3dmax,eternal-fire,0.23076923076923073,Anubis
2025-03-07,3dmax,eternal-fire,0.23076923076923073,Inferno
2025-03-07,the-mongolz,gamerlegion,0.125,Mirage
2025-03-07,the-mongolz,gamerlegion,0.3076923076923077,Inferno
2025-03-07,spirit,tyloo,0.5384615384615384,Nuke
2025-03-07,spirit,tyloo,0.15384615384615385,Anubis
2025-03-07,vitality,mibr,0.3846153846153846,Train
2025-03-07,vitality,mibr,0.7692307692307692,Inferno
2025-03-07,mibr,vitality,0.46153846153846156,Anubis
2025-03-05,furia,m80,0.6153846153846154,Anubis
2025-03-05,m80,furia,0.6923076923076923,Dust2
2025-03-05,furia,m80,0.5384615384615384,Mirage
2025-03-05,pain,nemiga,0.15384615384615385,Dust2
2025-03-05,pain,nemiga,0.3076923076923077,Mirage
2025-03-05,nemiga,pain,0.46153846153846156,Train
2025-03-05,tyloo,flyquest,0.15384615384615385,Inferno
2025-03-05,tyloo,flyquest,0.3846153846153846,Anubis
2025-03-05,flyquest,tyloo,0.25,Ancient
2025-03-04,furia,nrg,0.15384615384615385,Mirage
2025-03-04,nrg,furia,0.23076923076923073,Dust2
2025-03-04,furia,nrg,0.15384615384615385,Train
2025-03-04,3dmax,m80,0.6153846153846154,Train
2025-03-04,3dmax,m80,0.46153846153846156,Anubis
2025-03-04,pain,lynn-vision,0.10526315789473684,Anubis
2025-03-04,pain,lynn-vision,0.6153846153846154,Nuke
2025-03-04,lynn-vision,pain,0.9230769230769231,Dust2
2025-03-04,eternal-fire,flyquest,0.6153846153846154,Nuke
2025-03-04,eternal-fire,flyquest,0.7692307692307692,Inferno
2025-03-04,nemiga,heroic,0.15384615384615385,Train
2025-03-04,heroic,nemiga,0.5384615384615384,Mirage
2025-03-04,nemiga,heroic,0.125,Dust2
2025-03-04,mibr,tyloo,0.46153846153846156,Anubis
2025-03-04,mibr,tyloo,0.23076923076923073,Inferno
2025-03-03,flyquest,pain,0.1875,Inferno
2025-03-03,pain,flyquest,0.6153846153846154,Nuke
2025-03-03,flyquest,pain,0.6153846153846154,Anubis
2025-03-03,eternal-fire,nrg,0.6153846153846154,Nuke
2025-03-03,eternal-fire,nrg,0.3846153846153846,Mirage
2025-03-03,mibr,furia,0.3076923076923077,Nuke
2025-03-03,mibr,furia,0.23076923076923073,Anubis
2025-03-03,saw,m80,0.23076923076923073,Dust2
2025-03-03,m80,saw,0.3076923076923077,Ancient
2025-03-03,saw,m80,0.7692307692307692,Inferno
2025-03-03,gamerlegion,tyloo,0.15384615384615385,Inferno
2025-03-03,tyloo,gamerlegion,0.6153846153846154,Nuke
2025-03-03,gamerlegion,tyloo,0.46153846153846156,Mirage
2025-03-03,nemiga,mindfreak,0.15384615384615385,Dust2
2025-03-03,nemiga,mindfreak,0.6923076923076923,Anubis
2025-03-03,3dmax,heroic,0.09090909090909094,Train
2025-03-03,3dmax,heroic,0.6153846153846154,Nuke
2025-03-03,lynn-vision,housebets,0.7692307692307692,Dust2
2025-03-03,lynn-vision,housebets,0.7692307692307692,Inferno
2025-03-02,m80,pain,0.6153846153846154,Mirage
2025-03-02,m80,pain,0.46153846153846156,Anubis
2025-03-02,gamerlegion,mibr,0.23076923076923073,Inferno
2025-03-02,gamerlegion,mibr,0.5384615384615384,Ancient
2025-03-02,saw,furia,0.3076923076923077,Inferno
2025-03-02,furia,saw,0.7692307692307692,Dust2
2025-03-02,nrg,nemiga,0.46153846153846156,Anubis
2025-03-02,saw,furia,0.15384615384615385,Anubis
2025-03-02,nrg,nemiga,0.15384615384615385,Train
2025-03-02,heroic,housebets,0.7692307692307692,Mirage
2025-03-02,heroic,housebets,0.7692307692307692,Dust2
2025-03-02,tyloo,eternal-fire,0.3846153846153846,Anubis
2025-03-02,tyloo,eternal-fire,0.1875,Inferno
2025-03-02,flyquest,lynn-vision,0.8461538461538461,Anubis
2025-03-02,flyquest,lynn-vision,0.23076923076923073,Dust2
2025-03-02,3dmax,mindfreak,0.6153846153846154,Train
2025-03-02,3dmax,mindfreak,0.5384615384615384,Nuke
2025-03-01,pain,housebets,0.6153846153846154,Nuke
2025-03-01,pain,housebets,0.6153846153846154,Dust2
2025-03-01,gamerlegion,nrg,0.23076923076923073,Mirage
2025-03-01,gamerlegion,nrg,0.3076923076923077,Inferno
2025-03-01,nrg,gamerlegion,0.6153846153846154,Train
2025-03-01,furia,lynn-vision,0.3846153846153846,Nuke
2025-03-01,furia,lynn-vision,0.46153846153846156,Anubis
2025-03-01,mibr,nemiga,0.3846153846153846,Mirage
2025-03-01,nemiga,mibr,0.5384615384615384,Inferno
2025-03-01,mibr,nemiga,0.46153846153846156,Anubis
2025-03-01,saw,heroic,0.23076923076923073,Ancient
2025-03-01,saw,heroic,0.5384615384615384,Train
2025-03-01,heroic,saw,0.3076923076923077,Dust2
2025-03-01,tyloo,3dmax,0.6153846153846154,Inferno
2025-03-01,tyloo,3dmax,0.23076923076923073,Ancient
2025-03-01,m80,flyquest,0.3846153846153846,Dust2
2025-03-01,m80,flyquest,0.15384615384615385,Ancient
2025-03-01,eternal-fire,mindfreak,0.15384615384615385,Anubis
2025-03-01,eternal-fire,mindfreak,0.6923076923076923,Nuke
2025-02-23,mouz,falcons,0.3076923076923077,Ancient
2025-02-23,mouz,falcons,0.15384615384615385,Nuke
2025-02-23,falcons,mouz,0.6923076923076923,Mirage
2025-02-23,mouz,falcons,0.5384615384615384,Dust2
2025-02-23,astralis,faze,0.3076923076923077,Ancient
2025-02-23,astralis,faze,0.3846153846153846,Inferno
2025-02-23,faze,astralis,0.1428571428571429,Mirage
2025-02-22,falcons,faze,0.5384615384615384,Ancient
2025-02-22,falcons,faze,0.15384615384615385,Dust2
2025-02-22,mouz,astralis,0.6153846153846154,Ancient
2025-02-22,astralis,mouz,0.3846153846153846,Nuke
2025-02-22,mouz,astralis,0.125,Inferno
2025-02-21,faze,saw,0.3076923076923077,Nuke
2025-02-21,faze,saw,0.6923076923076923,Ancient
2025-02-21,falcons,eternal-fire,0.3846153846153846,Nuke
2025-02-21,eternal-fire,falcons,0.5384615384615384,Dust2
2025-02-21,falcons,eternal-fire,0.15384615384615385,Train
2025-02-21,astralis,the-mongolz,0.25,Inferno
2025-02-21,astralis,the-mongolz,0.3846153846153846,Mirage
2025-02-21,mouz,pain,0.15384615384615385,Mirage
2025-02-21,mouz,pain,0.15384615384615385,Inferno
2025-02-18,mouz,virtuspro,0.8461538461538461,Mirage
2025-02-18,virtuspro,mouz,0.1875,Inferno
2025-02-18,mouz,virtuspro,0.3846153846153846,Ancient
2025-02-18,saw,3dmax,0.125,Dust2
2025-02-18,saw,3dmax,0.23076923076923073,Nuke
2025-02-18,astralis,big,0.3846153846153846,Inferno
2025-02-18,astralis,big,0.46153846153846156,Ancient
2025-02-17,saw,complexity,0.6923076923076923,Inferno
2025-02-17,saw,complexity,0.25,Ancient
2025-02-17,pain,virtuspro,0.23076923076923073,Mirage
2025-02-17,pain,virtuspro,0.3076923076923077,Inferno
2025-02-17,eternal-fire,3dmax,0.15384615384615385,Nuke
2025-02-17,3dmax,eternal-fire,0.6153846153846154,Inferno
2025-02-17,eternal-fire,3dmax,0.23076923076923073,Anubis
2025-02-17,astralis,mibr,0.6153846153846154,Nuke
2025-02-17,mibr,astralis,0.1875,Inferno
2025-02-17,astralis,mibr,0.12,Mirage
2025-02-17,falcons,mouz,0.3846153846153846,Ancient
2025-02-17,falcons,mouz,0.23076923076923073,Mirage
2025-02-17,mouz,falcons,0.3846153846153846,Dust2
2025-02-17,big,wildcard,0.3846153846153846,Nuke
2025-02-17,wildcard,big,0.15384615384615385,Inferno
2025-02-17,big,wildcard,0.8461538461538461,Ancient
2025-02-16,the-mongolz,pain,0.3846153846153846,Mirage
2025-02-16,pain,the-mongolz,0.125,Dust2
2025-02-16,the-mongolz,pain,0.1875,Inferno
2025-02-16,saw,flyquest,0.3076923076923077,Ancient
2025-02-16,flyquest,saw,0.46153846153846156,Dust2
2025-02-16,saw,flyquest,0.125,Inferno
2025-02-16,faze,mouz,0.46153846153846156,Mirage
2025-02-16,faze,mouz,0.15384615384615385,Ancient
2025-02-16,complexity,imperial-valkyries,0.8461538461538461,Train
2025-02-16,complexity,imperial-valkyries,0.6153846153846154,Ancient
2025-02-16,falcons,astralis,0.5384615384615384,Nuke
2025-02-16,falcons,astralis,0.46153846153846156,Dust2
2025-02-16,astralis,falcons,0.5384615384615384,Ancient
2025-02-16,virtuspro,wildcard,0.23076923076923073,Inferno
2025-02-16,virtuspro,wildcard,0.23076923076923073,Dust2
2025-02-16,eternal-fire,big,0.3076923076923077,Inferno
2025-02-16,eternal-fire,big,0.6153846153846154,Dust2
2025-02-16,3dmax,mibr,0.15384615384615385,Inferno
2025-02-16,3dmax,mibr,0.6153846153846154,Ancient
2025-02-15,pain,falcons,0.15384615384615385,Nuke
2025-02-15,falcons,pain,0.25,Dust2
2025-02-15,pain,falcons,0.3846153846153846,Mirage
2025-02-15,astralis,saw,0.5384615384615384,Inferno
2025-02-15,astralis,saw,0.15384615384615385,Nuke
2025-02-15,mibr,imperial-valkyries,0.6923076923076923,Ancient
2025-02-15,mibr,imperial-valkyries,0.7692307692307692,Mirage
2025-02-15,faze,eternal-fire,0.23076923076923073,Inferno
2025-02-15,eternal-fire,faze,0.23076923076923073,Anubis
2025-02-15,faze,eternal-fire,0.6923076923076923,Dust2
2025-02-15,virtuspro,complexity,0.1875,Inferno
2025-02-15,virtuspro,complexity,0.3846153846153846,Dust2
2025-02-15,the-mongolz,wildcard,0.23076923076923073,Ancient
2025-02-15,the-mongolz,wildcard,0.1578947368421053,Inferno
2025-02-15,big,flyquest,0.6153846153846154,Nuke
2025-02-15,big,flyquest,0.6153846153846154,Ancient
2025-02-15,flyquest,big,0.9230769230769231,Inferno
2025-02-15,mouz,3dmax,0.3846153846153846,Nuke
2025-02-15,mouz,3dmax,0.3076923076923077,Inferno
2025-02-14,eternal-fire,imperial-valkyries,0.6923076923076923,Nuke
2025-02-14,eternal-fire,imperial-valkyries,0.6153846153846154,Mirage
2025-02-14,wildcard,mibr,0.6923076923076923,Nuke
2025-02-14,wildcard,mibr,0.21052631578947367,Train
2025-02-14,pain,astralis,0.15384615384615385,Nuke
2025-02-14,pain,astralis,0.5384615384615384,Mirage
2025-02-14,astralis,pain,0.46153846153846156,Inferno
2025-02-14,the-mongolz,complexity,0.46153846153846156,Ancient
2025-02-14,the-mongolz,complexity,0.46153846153846156,Dust2
2025-02-14,falcons,flyquest,0.46153846153846156,Dust2
2025-02-14,falcons,flyquest,0.3076923076923077,Inferno
2025-02-14,faze,saw,0.15384615384615385,Nuke
2025-02-14,faze,saw,0.8461538461538461,Ancient
2025-02-14,3dmax,virtuspro,0.15384615384615385,Dust2
2025-02-14,3dmax,virtuspro,0.5384615384615384,Inferno
2025-02-14,virtuspro,3dmax,0.15384615384615385,Ancient
2025-02-14,mouz,big,0.6153846153846154,Mirage
2025-02-14,mouz,big,0.1875,Ancient
2025-02-09,vitality,spirit,0.15384615384615385,Mirage
2025-02-09,vitality,spirit,0.6153846153846154,Nuke
2025-02-09,vitality,spirit,0.5384615384615384,Dust2
2025-02-08,spirit,natus-vincere,0.125,Dust2
2025-02-08,spirit,natus-vincere,0.3846153846153846,Mirage
2025-02-08,vitality,the-mongolz,0.3076923076923077,Nuke
2025-02-08,vitality,the-mongolz,0.46153846153846156,Mirage
2025-02-07,spirit,virtuspro,0.3076923076923077,Ancient
2025-02-07,spirit,virtuspro,0.8461538461538461,Train
2025-02-07,the-mongolz,eternal-fire,0.18181818181818177,Mirage
2025-02-07,the-mongolz,eternal-fire,0.46153846153846156,Anubis
2025-02-04,spirit,gamerlegion,0.6923076923076923,Nuke
2025-02-04,spirit,gamerlegion,0.5384615384615384,Ancient
2025-02-04,gamerlegion,spirit,0.15384615384615385,Anubis
2025-02-04,natus-vincere,the-mongolz,0.3076923076923077,Ancient
2025-02-04,natus-vincere,the-mongolz,0.7692307692307692,Mirage
2025-02-04,eternal-fire,faze,0.12,Nuke
2025-02-04,eternal-fire,faze,0.6923076923076923,Anubis
2025-02-04,vitality,virtuspro,0.6153846153846154,Inferno
2025-02-04,vitality,virtuspro,0.3846153846153846,Anubis
2025-02-04,spirit,liquid,0.3846153846153846,Dust2
2025-02-04,spirit,liquid,0.23076923076923073,Nuke
2025-02-04,gamerlegion,astralis,0.46153846153846156,Mirage
2025-02-04,gamerlegion,astralis,0.46153846153846156,Nuke
2025-02-03,faze,g2,0.3846153846153846,Nuke
2025-02-03,g2,faze,0.23076923076923073,Inferno
2025-02-03,faze,g2,0.1875,Ancient
2025-02-03,eternal-fire,3dmax,0.23076923076923073,Dust2
2025-02-03,eternal-fire,3dmax,0.1875,Anubis
2025-02-03,3dmax,eternal-fire,0.6923076923076923,Inferno
2025-02-03,astralis,furia,0.15384615384615385,Nuke
